case_id,customer_id,case_type,assigned_agent,opened_date,closed_date,status
CSED18B5ED4CD,CUST100070740,Fraud Investigation,Zachary Humphrey,2026-01-09,2026-02-07,Pending Customer Response
CSED4FBA34EE2,CUST100034711,Fraud Investigation,Erik Brown,2026-04-17,2026-04-23,Closed
CSE312791C3E2,CUST100002901,Retention Save,Bernard Watts,2026-04-12,2026-05-11,Closed
CSE709AD36531,CUST100010684,Escalated Complaint,Cynthia Brooks,2026-03-02,2026-04-09,Closed
CSE1E98877A3D,CUST100037664,Escalated Complaint,Michael Hall,2026-01-18,2026-02-28,Closed
CSE0B066BF5F3,CUST100020268,Escalated Complaint,Tracy Torres,2026-03-26,2026-04-09,Closed
CSE25EBAA1EE2,CUST100086692,Warranty Claim,Kimberly Fuller,2026-05-30,2026-06-29,Closed
CSEA31F9ACAA2,CUST100056551,Contract Dispute,Lori Robinson,2026-01-20,,Closed
CSE172CAA4143,CUST100049113,Contract Dispute,Michael Harper,2026-01-27,2026-02-17,Closed
CSEBA843977A0,CUST100076132,Contract Dispute,Wayne Brown,2026-03-16,2026-04-09,Closed
CSE81F77C1BF9,CUST100080577,Warranty Claim,Scott Gonzales,2026-06-07,,Closed
CSEE7CA2442BE,CUST100064978,Escalated Complaint,Julie Stevens,2026-05-07,,Closed
CSEB7B25B8900,CUST100082050,Escalated Complaint,Anna Davis,2026-04-03,2026-05-06,Pending Customer Response
CSEA316905182,CUST100003170,Contract Dispute,Cynthia Hoover,2026-06-27,2026-07-04,Open
CSE42D2DBDEB0,CUST100018264,Retention Save,Nicole Winters DDS,2026-05-03,2026-05-31,Closed
CSE0DCFC4EB80,CUST100033224,Warranty Claim,Tara Taylor,2026-02-08,2026-02-20,Open
CSE52720B25D7,CUST100081135,Warranty Claim,Mary Wolfe,2026-02-22,2026-03-03,Closed
CSE666EAB451A,CUST100018377,Escalated Complaint,Oscar Torres,2026-03-19,2026-04-08,Closed
CSE7184221411,CUST100075806,Escalated Complaint,Scott Petty,2026-05-03,2026-05-08,Closed
CSEEADA61338B,CUST100033625,Retention Save,Megan Rivers,2026-05-31,2026-07-11,Closed
CSE7EEF9436C5,CUST100024053,Fraud Investigation,Ashley Brennan,2026-06-21,2026-07-30,Closed
CSE8474D64F61,CUST100011232,Warranty Claim,Andrew Fuller,2026-06-28,2026-07-29,Open
CSE79A87BFCFF,CUST100019687,Contract Dispute,Mrs. Samantha Lopez,2026-07-10,2026-07-20,Open
CSEB214E04808,CUST100000890,Retention Save,Jessica Edwards,2026-01-13,2026-02-14,Closed
CSEA6030326C8,CUST100019623,Contract Dispute,Steven Johnson,2026-07-08,2026-07-17,Closed
CSE2AD050D085,CUST100028692,Retention Save,Angela Stevens,2026-05-14,2026-06-23,Open
CSE0211309F9A,CUST100031940,Escalated Complaint,Mark Smith,2026-02-14,2026-03-14,Closed
CSEF5A1963262,CUST100036374,Contract Dispute,Pamela Martin,2026-06-02,2026-06-17,Closed
CSEBC27067B1A,CUST100087010,Fraud Investigation,Lindsey Kerr,2026-04-19,2026-05-16,Closed
CSE5E86A06711,CUST100049042,Escalated Complaint,Brent Mcguire,2026-02-26,2026-03-31,Closed
CSE7BE9C3CF94,CUST100050687,Escalated Complaint,Shawn Taylor,2026-04-04,2026-04-27,Open
CSEE131C37137,CUST100034486,Fraud Investigation,John Young,2026-07-19,2026-07-20,Closed
CSE4EED7171CB,CUST100033338,Fraud Investigation,Susan Keith,2026-03-31,2026-05-04,Pending Customer Response
CSE57D058984A,CUST100005992,Fraud Investigation,Lawrence Dominguez,2026-05-18,2026-06-30,Closed
CSE807E385BBB,CUST100000785,Warranty Claim,Mrs. Jennifer Smith,2026-03-25,2026-04-21,Closed
CSE44E0598351,CUST100009916,Warranty Claim,Douglas Callahan,2026-03-30,2026-04-30,Closed
CSE68138650DE,CUST100035065,Contract Dispute,Martha Bryan,2026-07-07,,Pending Customer Response
CSE5361651BDE,CUST100053221,Contract Dispute,Allison Moore,2026-06-09,2026-06-25,Closed
CSEA9A32105F6,CUST100052655,Warranty Claim,Cesar Henson,2026-03-20,,Open
CSEC465570831,CUST100097797,Warranty Claim,Courtney Yang,2026-01-11,2026-01-31,Pending Customer Response
CSED1AC2E778E,CUST100008591,Contract Dispute,Robert Stanton,2026-07-02,2026-07-27,Closed
CSE92351DE695,CUST100052609,Fraud Investigation,Matthew Garcia,2026-05-03,2026-05-31,Closed
CSE48D32BFD22,CUST100025716,Contract Dispute,Brad Moore,2026-07-14,2026-07-28,Closed
CSE3162CAB3E7,CUST100075166,Fraud Investigation,Carla Wright,2026-05-27,,Open
CSE39CAF48DB4,CUST100072272,Warranty Claim,Tracy Lang,2026-01-03,2026-01-05,Open
CSEDC8043BAFD,CUST100057576,Fraud Investigation,Patrick Perry,2026-07-12,2026-08-17,Closed
CSE39C93F7EF0,CUST100021738,Escalated Complaint,Autumn Dougherty,2026-03-24,,Closed
CSE97C9A4E6A3,CUST100088322,Fraud Investigation,Laurie Ortega,2026-07-15,2026-08-19,Closed
CSE7452241AEB,CUST100016284,Contract Dispute,Grant Johnson,2026-06-01,2026-06-26,Closed
CSEC4179F3FAA,CUST100057150,Retention Save,Michael Lamb,2026-04-01,2026-05-15,Closed
CSEBE11318EE1,CUST100059736,Retention Save,Crystal Thompson,2026-01-15,2026-02-15,Closed
CSEB9E07BA482,CUST100055496,Escalated Complaint,Andrea Tyler,2026-06-12,2026-07-03,Open
CSEEDB058724F,CUST100042636,Contract Dispute,Lucas Chase,2026-07-08,2026-07-23,Closed
CSE976FC6E2EE,CUST100061003,Escalated Complaint,Tammy Kemp,2026-04-15,2026-05-15,Closed
CSE258B000BD0,CUST100095069,Retention Save,Heather Herrera,2026-05-29,,Closed
CSEB8641882ED,CUST100047346,Contract Dispute,Derrick Munoz,2026-06-12,2026-07-20,Open
CSE67EAE631A1,CUST100035084,Escalated Complaint,Terri Carroll,2026-01-29,,Closed
CSE7E777FC69F,CUST100017029,Fraud Investigation,Samantha Huerta,2026-05-10,2026-06-11,Closed
CSEDFF6229D6B,CUST100053777,Warranty Claim,Matthew Pace,2026-04-19,,Closed
CSEB9AAE82894,CUST100089909,Retention Save,Sandra Allen,2026-04-21,2026-05-27,Closed
CSE1985279480,CUST100087402,Retention Save,Michael Bauer,2026-02-13,,Open
CSE07FC07637D,CUST100000732,Contract Dispute,Benjamin Smith,2026-02-07,2026-02-13,Closed
CSEEB0E579512,CUST100098938,Escalated Complaint,Ashley Martinez,2026-03-21,2026-04-30,Open
CSEDE102EF71C,CUST100023660,Contract Dispute,Gerald Elliott Jr.,2026-07-13,,Closed
CSEFD7066CEC2,CUST100040964,Retention Save,Francisco Rodriguez,2026-05-08,,Closed
CSEEAC9EF1C61,CUST100038628,Retention Save,Caroline Yoder,2026-05-27,2026-06-08,Open
CSE02C98CDF4B,CUST100045518,Warranty Claim,Anthony Mitchell,2026-06-23,,Closed
CSE81AFDCC0BB,CUST100072882,Contract Dispute,Marcus Knight,2026-05-30,2026-07-03,Closed
CSE935F780DE2,CUST100035462,Retention Save,Cristina Meyer,2026-07-10,2026-08-17,Closed
CSE458C60A30E,CUST100058544,Escalated Complaint,Matthew Smith,2026-03-25,2026-04-28,Pending Customer Response
CSE158EF35B1F,CUST100004118,Contract Dispute,Danny Rodriguez,2026-03-16,,Open
CSE9D3812FDBE,CUST100061278,Retention Save,Terrance Howard,2026-02-26,,Open
CSEE37747B45E,CUST100046977,Fraud Investigation,Julia Klein,2026-07-07,,Pending Customer Response
CSE0A1E7984AE,CUST100020074,Fraud Investigation,Karen Brooks,2026-01-16,,Closed
CSE120BCB2FB3,CUST100071044,Fraud Investigation,Seth Beck,2026-01-16,2026-02-15,Closed
CSE9B9F9030BB,CUST100028961,Contract Dispute,Andrew Ward,2026-03-10,2026-03-15,Open
CSE293A5AC12D,CUST100078526,Retention Save,Damon Hobbs,2026-03-20,2026-03-26,Closed
CSE873C7807CF,CUST100005158,Escalated Complaint,Jerome Christensen,2026-05-07,,Closed
CSEF05B97340A,CUST100055753,Retention Save,Lindsay Lopez,2026-01-12,2026-01-29,Closed
CSE6598107CA6,CUST100078914,Fraud Investigation,Caitlin Powell,2026-06-28,,Closed
CSEBA42536560,CUST100058280,Retention Save,Maria Fowler,2026-04-23,2026-05-15,Closed
CSE6E8EFB1258,CUST100066249,Retention Save,Sylvia Lyons,2026-02-12,2026-02-16,Closed
CSED17CF87194,CUST100076004,Contract Dispute,Wendy Brown,2026-01-22,2026-03-01,Pending Customer Response
CSEDF6171A4F5,CUST100029078,Contract Dispute,Brandon Santiago,2026-05-27,2026-07-03,Open
CSE72C6CA6553,CUST100034422,Retention Save,Robert Cross,2026-06-14,2026-06-24,Closed
CSEA33B5A00EE,CUST100065192,Contract Dispute,Stephen Dean,2026-06-09,2026-07-11,Closed
CSE7F1E1E8307,CUST100095736,Warranty Claim,Theresa White,2026-07-20,2026-08-19,Closed
CSEB328D5F310,CUST100052195,Warranty Claim,Daniel Guerra,2026-02-10,2026-03-14,Open
CSE1E38B64B07,CUST100086938,Contract Dispute,Pamela Compton,2026-05-06,2026-06-14,Closed
CSEA3C89CD0FB,CUST100063374,Retention Save,Dr. Jeremy Sims,2026-05-22,2026-05-29,Open
CSEC2A161F254,CUST100086573,Warranty Claim,Maria Fleming,2026-07-07,,Closed
CSE3CBFF8D6D3,CUST100068396,Escalated Complaint,Stephanie Johnson,2026-02-23,2026-03-22,Closed
CSECF5003A943,CUST100033424,Fraud Investigation,Adam Horton,2026-01-07,,Closed
CSE0CBB2922D8,CUST100076999,Retention Save,Mathew Summers,2026-06-16,,Open
CSEA79794E4E0,CUST100058342,Contract Dispute,Anthony Short,2026-02-23,2026-02-27,Pending Customer Response
CSEADD064216D,CUST100023215,Escalated Complaint,Earl Larsen,2026-07-11,2026-08-10,Closed
CSE6D70EC83BA,CUST100016969,Retention Save,Jennifer Campbell,2026-04-27,2026-04-28,Closed
CSE32A658E1CC,CUST100083789,Retention Save,Haley Padilla,2026-01-29,,Pending Customer Response
CSE022F2C6D8A,CUST100090951,Fraud Investigation,Christine Small,2026-07-17,2026-08-28,Closed
CSEADF33311B3,CUST100051084,Retention Save,Michael Martinez,2026-05-09,2026-05-13,Open
CSEA0A05EECA8,CUST100032663,Retention Save,Dr. Austin Anderson,2026-06-02,2026-07-14,Closed
CSE86E3B08847,CUST100077902,Retention Save,Jeffery Rodriguez,2026-02-22,,Open
CSEC418825B2C,CUST100075070,Retention Save,Christine Garner,2026-01-19,2026-02-17,Closed
CSEF89A4479B6,CUST100045842,Contract Dispute,Tara Baker,2026-04-14,2026-05-02,Closed
CSEC6D1ED1F28,CUST100060795,Contract Dispute,Jill Perez,2026-01-06,2026-01-15,Closed
CSEE2688E704D,CUST100085231,Retention Save,Deborah Lewis,2026-03-31,2026-05-01,Closed
CSE95C555D865,CUST100074450,Retention Save,Oscar Clements,2026-04-24,2026-05-02,Closed
CSEF1404AC5DE,CUST100093007,Fraud Investigation,Brian Smith,2026-02-07,,Closed
CSEE5DEA3C4E2,CUST100094760,Escalated Complaint,Lynn Petersen,2026-07-01,2026-07-15,Closed
CSE7F2DBE9AE8,CUST100039074,Escalated Complaint,Cody Short,2026-02-10,,Closed
CSEB01CD32790,CUST100023860,Contract Dispute,Stephen Martin,2026-06-28,2026-07-01,Closed
CSE9185D92DA6,CUST100067629,Retention Save,Joseph Price,2026-05-14,,Closed
CSE9AE224BC72,CUST100074539,Warranty Claim,Brandon Cole,2026-02-19,2026-03-24,Pending Customer Response
CSEF5A926610A,CUST100071182,Fraud Investigation,Monica Moody,2026-02-27,2026-03-06,Closed
CSE1E73E08237,CUST100098111,Fraud Investigation,John Valentine,2026-05-01,2026-05-28,Open
CSEA3E779462D,CUST100048257,Escalated Complaint,Gregory Robinson,2026-04-15,2026-05-15,Closed
CSE0511016080,CUST100042246,Escalated Complaint,Kristi Williams,2026-06-05,2026-06-11,Closed
CSE2B84945407,CUST100024094,Warranty Claim,Albert Moreno,2026-06-02,2026-07-03,Closed
CSE262ED2EA9B,CUST100018578,Escalated Complaint,Katherine Munoz,2026-04-01,2026-05-09,Closed
CSE6A592FA32F,CUST100058713,Escalated Complaint,Kevin Curtis,2026-04-16,,Closed
CSE7794377879,CUST100063088,Fraud Investigation,Gregory Rodriguez,2026-03-14,2026-03-25,Pending Customer Response
CSEB82291E456,CUST100086926,Contract Dispute,David James,2026-05-17,2026-05-18,Pending Customer Response
CSE6103540D7B,CUST100025783,Contract Dispute,Melissa Higgins,2026-01-15,2026-02-27,Closed
CSEEAAD457AC0,CUST100009875,Fraud Investigation,Ryan Kim,2026-02-05,2026-03-13,Closed
CSEF87DC6529B,CUST100098907,Warranty Claim,Eric Mendoza,2026-05-03,,Pending Customer Response
CSE980EA67DE1,CUST100077499,Fraud Investigation,Edward Cameron,2026-04-26,2026-06-06,Closed
CSE39003EB3E6,CUST100087967,Warranty Claim,Brittney Chan,2026-04-25,2026-05-30,Closed
CSEB5632FEDDE,CUST100009171,Fraud Investigation,Thomas Robbins,2026-02-08,2026-03-24,Closed
CSE2E3E370298,CUST100033368,Escalated Complaint,Ms. Lynn Downs DDS,2026-04-02,,Open
CSE5280BB2C54,CUST100072648,Contract Dispute,Laura Graham,2026-05-21,2026-06-22,Closed
CSEC3265C0E41,CUST100061626,Retention Save,Megan Chavez,2026-02-19,,Open
CSEB62235B8E8,CUST100083537,Escalated Complaint,Dominique Johnson,2026-04-15,,Closed
CSEB0884B2ABE,CUST100015188,Warranty Claim,Stephanie Thomas,2026-06-03,2026-07-12,Closed
CSEE3CFB5A737,CUST100019484,Retention Save,Jill Ramirez,2026-01-27,2026-02-05,Closed
CSE793FE528F9,CUST100005596,Fraud Investigation,Phillip Cooper,2026-07-22,2026-08-17,Closed
CSE557FFF8BD7,CUST100003762,Warranty Claim,Anthony Wilson,2026-06-27,2026-07-28,Open
CSEE83E90D098,CUST100047972,Warranty Claim,Gary Garcia,2026-07-13,2026-08-22,Closed
CSE596D0C7F88,CUST100054227,Fraud Investigation,Lisa Walker,2026-01-22,2026-01-23,Closed
CSE3C5A90CD49,CUST100071357,Contract Dispute,Andrew Baker,2026-07-17,2026-07-26,Closed
CSE314D72FEC3,CUST100062527,Fraud Investigation,Dr. Lisa Mccormick MD,2026-05-02,2026-06-03,Closed
CSE39975DC558,CUST100058705,Fraud Investigation,Julia Hardin,2026-03-29,2026-04-23,Closed
CSE793BD16F91,CUST100065624,Fraud Investigation,Tiffany Mccann,2026-02-27,2026-03-11,Closed
CSE2A8A0FF055,CUST100015305,Contract Dispute,Mark Weaver,2026-04-02,,Closed
CSE232E82712B,CUST100005189,Retention Save,Michael Ross,2026-06-11,2026-07-01,Closed
CSE55066B92FF,CUST100035183,Escalated Complaint,Anthony Hines,2026-04-09,2026-05-21,Open
CSE868326BA11,CUST100034734,Warranty Claim,Samuel Gonzalez,2026-03-21,2026-04-29,Closed
CSE6B71826EFF,CUST100064637,Warranty Claim,Kendra Johnston,2026-05-21,2026-06-15,Closed
CSE0BF97662B6,CUST100049873,Escalated Complaint,Karen Sanders,2026-06-18,2026-07-10,Closed
CSE09E90DF326,CUST100080310,Fraud Investigation,William Klein,2026-07-16,2026-08-04,Closed
CSE1E6758FE79,CUST100030755,Fraud Investigation,James Jones,2026-06-11,2026-07-15,Closed
CSE96048A8E69,CUST100002675,Contract Dispute,Kathryn Tucker,2026-05-28,2026-06-16,Closed
CSE2F306E8705,CUST100000078,Retention Save,Mr. Carlos Bradley,2026-02-19,2026-03-27,Closed
CSE90EE7F0377,CUST100046514,Retention Save,Savannah Moses,2026-02-10,2026-03-14,Closed
CSE348D93FBA9,CUST100056168,Escalated Complaint,Nancy Francis,2026-05-11,,Closed
CSE1B7460EC57,CUST100037274,Retention Save,Dr. Amber Peterson,2026-02-04,2026-02-05,Closed
CSE7430AEC880,CUST100051660,Retention Save,Elizabeth Schultz,2026-01-13,2026-02-21,Closed
CSEC84C716A0B,CUST100027533,Contract Dispute,William Williams,2026-06-01,2026-06-05,Closed
CSE08EBB2A1DD,CUST100047015,Contract Dispute,Crystal Brown,2026-04-15,2026-05-10,Pending Customer Response
CSE63A6C414B2,CUST100027726,Fraud Investigation,Sean Mccann DVM,2026-07-15,,Open
CSE9765657F37,CUST100030166,Fraud Investigation,Alex Sims,2026-04-28,2026-05-22,Closed
CSE0BF8C60B10,CUST100019616,Warranty Claim,Cynthia Hernandez,2026-03-30,2026-04-30,Pending Customer Response
CSE13797F6D9C,CUST100077109,Fraud Investigation,James Green,2026-03-24,2026-03-30,Open
CSE1BD14068CE,CUST100010056,Warranty Claim,Miss Regina Bennett DDS,2026-03-23,,Open
CSE230D11BBDC,CUST100076504,Contract Dispute,Rachael Walker,2026-06-06,,Open
CSE713127BB50,CUST100048393,Retention Save,Samantha Harvey,2026-01-06,,Closed
CSEE2E400FD07,CUST100071666,Contract Dispute,Scott Brown,2026-05-23,2026-06-24,Closed
CSEBC612FBADF,CUST100020078,Escalated Complaint,Dustin Martinez,2026-07-08,,Closed
CSE5B031DF3B5,CUST100097894,Escalated Complaint,Elizabeth Wilson,2026-05-11,,Closed
CSEC59B381B75,CUST100080372,Retention Save,Terri Chan,2026-05-01,2026-05-08,Closed
CSE6C9C2021B0,CUST100054614,Escalated Complaint,Christopher Munoz,2026-04-26,,Closed
CSE11E8FE96A4,CUST100070334,Contract Dispute,Alexander Moore,2026-06-18,2026-07-13,Open
CSE0BF8753CB3,CUST100043944,Contract Dispute,Roy Little,2026-07-21,2026-08-31,Closed
CSE47D9749A78,CUST100094743,Retention Save,Gabriela Smith,2026-03-22,2026-03-26,Open
CSE4BA713AC17,CUST100087590,Contract Dispute,James Morgan,2026-03-14,2026-03-17,Closed
CSE281CAC25D7,CUST100041529,Warranty Claim,Deborah Baldwin,2026-01-13,,Pending Customer Response
CSEF6ED5CB995,CUST100050579,Retention Save,Pamela Robinson,2026-02-09,2026-03-04,Open
CSE9484D773C5,CUST100078930,Warranty Claim,Jonathan Foley,2026-05-10,2026-06-07,Closed
CSEE3151694CE,CUST100038106,Fraud Investigation,Andre Wright,2026-06-27,2026-07-15,Closed
CSE77A38A8804,CUST100078898,Fraud Investigation,Natalie Gordon,2026-02-24,2026-03-24,Open
CSED7344DB3E2,CUST100045021,Warranty Claim,Ryan Reyes,2026-05-28,2026-06-22,Closed
CSEB1C15B2CAD,CUST100024399,Contract Dispute,Carolyn Gomez,2026-02-03,,Closed
CSE854E88C915,CUST100087502,Fraud Investigation,Jesus Hansen,2026-04-28,2026-05-08,Open
CSE450B892CE8,CUST100095873,Contract Dispute,Derek Lopez,2026-07-23,2026-09-04,Pending Customer Response
CSEC53C73224E,CUST100010649,Escalated Complaint,Andrew Garcia,2026-03-08,,Open
CSEF6A8617295,CUST100076118,Warranty Claim,Sara Vaughn,2026-07-09,2026-08-16,Closed
CSEFD90D44026,CUST100032322,Retention Save,Cassandra Moss,2026-03-14,2026-03-18,Closed
CSE173CA7915B,CUST100058657,Retention Save,Veronica Roberts,2026-06-10,2026-07-18,Closed
CSE5E6A2964AB,CUST100016968,Escalated Complaint,Mark Jackson MD,2026-02-14,,Open
CSE0111476977,CUST100085479,Contract Dispute,Jill Cantu,2026-07-21,2026-08-02,Closed
CSEBC94E1F9C5,CUST100020545,Contract Dispute,Lori Bailey,2026-03-12,2026-03-24,Closed
CSE43B4C7A0E8,CUST100020586,Escalated Complaint,Heather Hart,2026-07-10,2026-08-14,Closed
CSE3F66AA923D,CUST100076329,Fraud Investigation,Stephanie Coleman,2026-01-30,2026-03-01,Closed
CSEB4B0407DF7,CUST100073694,Retention Save,John Stephens,2026-01-06,2026-02-11,Closed
CSEA6843615F9,CUST100057664,Contract Dispute,Brandon Lewis,2026-01-30,2026-02-28,Closed
CSE49C7A953DF,CUST100001890,Retention Save,Christopher Contreras,2026-04-17,2026-05-25,Closed
CSEA0A317ACC7,CUST100042650,Fraud Investigation,Anne Allen,2026-01-26,,Open
CSE27AAD5259E,CUST100074700,Escalated Complaint,Lauren Stone,2026-03-09,,Closed
CSE50278B9FF5,CUST100097540,Escalated Complaint,Glenda Anderson,2026-01-23,,Open
CSEF5A53E205C,CUST100053117,Escalated Complaint,Jennifer Ross,2026-01-17,,Closed
CSEC5AD708A52,CUST100055765,Fraud Investigation,Stacey Brown PhD,2026-07-06,,Closed
CSEFD67CB7F1A,CUST100021753,Warranty Claim,Rebecca Hines,2026-01-14,2026-02-14,Closed
CSEA1B0DD6327,CUST100038314,Escalated Complaint,Tammy Stephens,2026-03-21,2026-03-25,Closed
CSE59FAA8298A,CUST100066876,Escalated Complaint,William Huang,2026-06-03,,Closed
CSE056169AA8D,CUST100085499,Retention Save,Danielle Reed,2026-03-05,2026-03-09,Closed
CSE11055E2981,CUST100017819,Warranty Claim,Elizabeth Reyes,2026-05-12,2026-06-11,Closed
CSE0889D00276,CUST100010019,Escalated Complaint,Brenda George,2026-01-22,,Open
CSE11C8E0AA78,CUST100075340,Contract Dispute,Amanda Dixon,2026-03-17,,Open
CSE962B6FAE15,CUST100011187,Contract Dispute,Ronald Weber,2026-01-10,,Closed
CSE123030FDA5,CUST100068972,Escalated Complaint,Cheyenne Tucker,2026-04-25,2026-05-29,Closed
CSEC5EF8AF634,CUST100007607,Contract Dispute,Ronald Gutierrez,2026-05-03,2026-05-14,Closed
CSE7EE6186048,CUST100047833,Warranty Claim,Christie Miranda,2026-02-14,2026-02-20,Open
CSE8D43B918B6,CUST100047438,Retention Save,Elizabeth Barker,2026-03-27,2026-04-08,Closed
CSE88F44A6C6F,CUST100063639,Warranty Claim,Jim Holland,2026-05-06,2026-06-15,Closed
CSE38FC409FCC,CUST100026052,Warranty Claim,Melissa Martinez,2026-01-16,,Open
CSE8AA1BD3A89,CUST100099510,Warranty Claim,Lauren Bowman MD,2026-03-27,2026-04-30,Closed
CSE4C0069B9DD,CUST100043578,Warranty Claim,Miguel Simon,2026-06-06,2026-07-10,Closed
CSE934AAE9E2A,CUST100061308,Fraud Investigation,Doris Mcclain,2026-07-05,2026-07-26,Closed
CSE962E1BB085,CUST100002561,Fraud Investigation,Kevin Snyder,2026-06-04,,Open
CSE1AC0C375AC,CUST100090337,Contract Dispute,Cheryl Burton,2026-04-26,2026-05-17,Closed
CSE39DC1EADAD,CUST100085044,Retention Save,Anne Hopkins,2026-07-09,2026-07-31,Open
CSE18150AF719,CUST100002776,Retention Save,Miss Christina Collier MD,2026-01-05,,Open
CSE0FB4ABF54A,CUST100029669,Escalated Complaint,Stephen Jones,2026-01-01,,Closed
CSE6AE6CF06E8,CUST100055112,Retention Save,Casey Schneider,2026-01-12,2026-02-17,Open
CSECDE00FD54C,CUST100031463,Warranty Claim,Jasmine Trujillo,2026-05-19,2026-05-23,Closed
CSE8B33EE8A7D,CUST100045914,Retention Save,Kimberly Mathis,2026-05-25,2026-07-02,Pending Customer Response
CSE2C777298FC,CUST100090218,Retention Save,Heidi Perez DVM,2026-07-12,,Closed
CSEF0E5276DD7,CUST100036497,Retention Save,Danielle Bailey,2026-01-27,,Closed
CSE5A26227879,CUST100003460,Fraud Investigation,Victoria Gutierrez,2026-05-30,,Closed
CSED3AA2F6541,CUST100045233,Contract Dispute,Melissa Walls,2026-05-20,,Open
CSE1D4CB870CC,CUST100007755,Warranty Claim,Phillip Gonzalez,2026-06-19,2026-07-25,Closed
CSE3A58991DC0,CUST100006230,Fraud Investigation,Margaret Cherry,2026-03-31,,Closed
CSEC9DE762C2E,CUST100007139,Fraud Investigation,Natalie Mercado,2026-07-01,2026-07-20,Open
CSE4023680379,CUST100086058,Escalated Complaint,Dustin Williams,2026-01-18,2026-02-15,Open
CSEC910A59FFC,CUST100002682,Fraud Investigation,Larry Williams,2026-03-12,,Open
CSE60EAC95126,CUST100060622,Retention Save,Amanda Glass,2026-05-21,,Pending Customer Response
CSE0807EB5E48,CUST100094167,Fraud Investigation,Mary Wiggins,2026-06-19,2026-07-16,Pending Customer Response
CSE53E9949A39,CUST100088776,Escalated Complaint,Shannon Gamble,2026-07-12,2026-07-22,Pending Customer Response
CSE27C4F7863D,CUST100003627,Contract Dispute,Elizabeth Holden,2026-01-08,2026-02-01,Closed
CSE2E9B6CFA1E,CUST100086989,Escalated Complaint,Nichole Simmons,2026-07-03,,Closed
CSE447DAE3D2B,CUST100012598,Warranty Claim,Tyler Bates,2026-06-28,2026-07-11,Closed
CSE327197F8FA,CUST100069405,Retention Save,Jesse Romero,2026-02-23,2026-03-11,Closed
CSE16FC0A3915,CUST100085360,Contract Dispute,Heather Williams,2026-06-13,2026-07-17,Closed
CSE1B33E0D72E,CUST100055444,Warranty Claim,Laura Terry,2026-07-07,2026-07-30,Closed
CSE685DA06225,CUST100021240,Retention Save,Michael Andrews,2026-05-12,2026-06-10,Closed
CSE59402DB611,CUST100057349,Warranty Claim,Amanda Jackson,2026-07-19,2026-08-11,Closed
CSE2FE8C8AF04,CUST100059996,Retention Save,Megan Nguyen,2026-03-24,2026-04-23,Closed
CSED36429F85A,CUST100006250,Contract Dispute,Lisa Garcia,2026-05-17,2026-06-20,Closed
CSE8B5C38A740,CUST100068862,Fraud Investigation,Jennifer Waters,2026-06-29,2026-07-09,Closed
CSEEE4DE9AC23,CUST100064755,Retention Save,Mrs. Renee Barnett PhD,2026-05-28,,Closed
CSEC3C2AF6E3A,CUST100090186,Retention Save,Cassandra Love,2026-01-02,2026-01-05,Closed
CSED340211CF2,CUST100008552,Fraud Investigation,Sandra Downs,2026-07-17,2026-08-05,Closed
CSE21399384C1,CUST100049139,Escalated Complaint,Laurie West,2026-03-16,2026-03-30,Closed
CSE165D3C5218,CUST100025457,Fraud Investigation,Katelyn Graves,2026-03-14,,Closed
CSE535667AE30,CUST100057922,Warranty Claim,Nicholas Snow,2026-04-22,,Open
CSE0B5A2F256B,CUST100096916,Fraud Investigation,Rebecca Vega,2026-01-04,,Open
CSE43D7EC0D28,CUST100029709,Warranty Claim,Amanda York,2026-05-06,2026-06-03,Closed
CSE00A4CBAE6C,CUST100081443,Fraud Investigation,Marisa Wallace,2026-06-04,,Closed
CSE447530A8D5,CUST100091917,Retention Save,William Knight,2026-03-22,2026-05-05,Closed
CSE56F4EA18FB,CUST100009104,Warranty Claim,Jesse Franco,2026-06-28,2026-07-24,Open
CSE513DD38EF3,CUST100058383,Retention Save,Lawrence Mitchell,2026-07-04,2026-08-15,Closed
CSEEC49CDA0EC,CUST100086259,Contract Dispute,Melissa Richardson,2026-04-16,2026-04-17,Closed
CSE5E5D06CCEF,CUST100027967,Contract Dispute,Amy Price,2026-01-20,2026-02-22,Open
CSE73FB7A2AB7,CUST100000538,Retention Save,Eric Hayes,2026-05-06,2026-05-29,Closed
CSEE3AC7D415A,CUST100015270,Warranty Claim,Susan Medina,2026-03-25,,Closed
CSE12DBD68402,CUST100064601,Escalated Complaint,Natasha Henderson,2026-04-28,2026-05-27,Closed
CSE5B1E47A2A8,CUST100067874,Contract Dispute,Nancy Terrell,2026-06-28,2026-07-14,Open
CSECCACEC6D2E,CUST100082022,Contract Dispute,Mark Anderson,2026-03-21,2026-03-23,Closed
CSE6CE9F95DFB,CUST100007514,Warranty Claim,Kimberly King,2026-07-03,,Closed
CSE77DD6383B7,CUST100030326,Warranty Claim,Robert Hale,2026-06-18,2026-07-02,Closed
CSE7729D85E0A,CUST100003806,Retention Save,Erica Williams,2026-05-08,2026-05-24,Closed
CSE87F91BF577,CUST100020107,Warranty Claim,Anthony Richards,2026-03-31,2026-04-03,Closed
CSECD91BE556C,CUST100002981,Retention Save,Kristopher Rogers,2026-05-12,2026-06-12,Closed
CSE7A9E2D8528,CUST100062326,Retention Save,Joseph Wright,2026-02-14,,Open
CSE91EFEDD7A6,CUST100048870,Contract Dispute,Tina Kim,2026-02-15,,Open
