supplier_id,supplier_name,category,contact_name,email,phone,city,state,zip,payment_terms_days,is_preferred
SUP0619,Roma Tomato Co 619,beverages,Amelia Thompson,orders619@supplier37.example.com,(710) 670-1199,Denver,CO,80202,30,true
SUP0620,Valley Farms Dairy 620,dry_goods,Hazel Miller,orders620@supplier38.example.com,(537) 719-2100,Phoenix,AZ,85004,45,false
SUP0621,Roma Tomato Co 621,equipment,Noah Lewis,orders621@supplier39.example.com,(780) 735-5062,Chicago,IL,60601,30,false
SUP0622,Harvest Flour Mills 622,beverages,Samuel Thomas,orders622@supplier40.example.com,(433) 906-8472,Tampa,FL,33602,30,false
SUP0623,GreenLeaf Produce 623,packaging,Benjamin Garcia,orders623@supplier41.example.com,(960) 394-2043,Atlanta,GA,30303,30,false
SUP0624,Coastal Seafoods 624,produce,James Nguyen,orders624@supplier42.example.com,(979) 795-8819,Austin,TX,78701,60,false
SUP0625,Valley Farms Dairy 625,meat,Hazel Jones,orders625@supplier43.example.com,(401) 689-2907,Columbus,OH,43215,60,false
SUP0626,Roma Tomato Co 626,packaging,Aiden Wilson,orders626@supplier44.example.com,(812) 698-5914,San Antonio,TX,78205,15,false
SUP0627,Roma Tomato Co 627,beverages,Chloe Gonzalez,orders627@supplier45.example.com,(803) 850-8475,Charlotte,NC,28202,15,false
SUP0628,GreenLeaf Produce 628,dry_goods,Hazel Lopez,orders628@supplier46.example.com,(536) 719-8918,Seattle,WA,98101,45,true
SUP0629,GreenLeaf Produce 629,equipment,Aria Thomas,orders629@supplier47.example.com,(549) 481-9242,Denver,CO,80202,45,false
SUP0630,Harvest Flour Mills 630,dry_goods,Ava Lee,orders630@supplier48.example.com,(721) 681-9122,Dallas,TX,75201,30,false
SUP0631,Urban Beverage Dist 631,beverages,Henry Miller,orders631@supplier49.example.com,(653) 550-9824,Nashville,TN,37203,30,false
SUP0632,Coastal Seafoods 632,produce,Henry Allen,orders632@supplier50.example.com,(512) 527-9690,Dallas,TX,75201,60,false
SUP0633,Coastal Seafoods 633,packaging,Matthew Martinez,orders633@supplier51.example.com,(531) 360-4144,Denver,CO,80202,60,true
SUP0634,Harvest Flour Mills 634,packaging,Aurora Hernandez,orders634@supplier52.example.com,(533) 728-8762,Charlotte,NC,28202,60,true
SUP0635,Coastal Seafoods 635,meat,Zoey Martin,orders635@supplier53.example.com,(579) 348-6017,Denver,CO,80202,45,true
SUP0636,FireOven Packaging 636,dry_goods,Henry Ramirez,orders636@supplier54.example.com,(776) 602-7834,Charlotte,NC,28202,15,true
SUP0637,Valley Farms Dairy 637,dry_goods,Ella Rodriguez,orders637@supplier55.example.com,(667) 985-5492,Seattle,WA,98101,15,true
SUP0638,Coastal Seafoods 638,beverages,Joseph Taylor,orders638@supplier56.example.com,(501) 582-1387,San Antonio,TX,78205,45,false
SUP0639,FireOven Packaging 639,packaging,Jack Gonzalez,orders639@supplier57.example.com,(420) 832-9240,Seattle,WA,98101,60,true
SUP0640,Roma Tomato Co 640,produce,Mia Lee,orders640@supplier58.example.com,(940) 691-8698,Dallas,TX,75201,15,true
SUP0641,Artisan Cheese Works 641,produce,Benjamin Hill,orders641@supplier59.example.com,(800) 584-1971,Seattle,WA,98101,15,false
SUP0642,GreenLeaf Produce 642,packaging,Michael Lewis,orders642@supplier60.example.com,(491) 313-8730,Phoenix,AZ,85004,30,true
SUP0643,FireOven Packaging 643,equipment,Layla Clark,orders643@supplier61.example.com,(355) 354-5896,Dallas,TX,75201,30,false
SUP0644,Coastal Seafoods 644,meat,Riley Wright,orders644@supplier62.example.com,(981) 876-5271,Portland,OR,97201,45,false
SUP0645,Roma Tomato Co 645,equipment,Penelope Lee,orders645@supplier63.example.com,(569) 991-8304,Houston,TX,77002,30,false
SUP0646,Coastal Seafoods 646,dry_goods,Michael Perez,orders646@supplier64.example.com,(403) 893-5243,Portland,OR,97201,45,false
SUP0647,Valley Farms Dairy 647,produce,Elijah Clark,orders647@supplier65.example.com,(637) 605-8968,Columbus,OH,43215,15,true
SUP0648,FireOven Packaging 648,dairy,Riley Ramirez,orders648@supplier66.example.com,(232) 716-6358,Austin,TX,78701,60,false
SUP0649,Roma Tomato Co 649,beverages,Emma Torres,orders649@supplier67.example.com,(294) 771-2840,Phoenix,AZ,85004,30,true
SUP0650,Roma Tomato Co 650,packaging,Logan Flores,orders650@supplier68.example.com,(865) 395-2197,Charlotte,NC,28202,60,true
SUP0651,Artisan Cheese Works 651,beverages,Lucas Perez,orders651@supplier69.example.com,(274) 386-6567,Portland,OR,97201,60,false
SUP0652,Urban Beverage Dist 652,dairy,Daniel Torres,orders652@supplier70.example.com,(500) 206-7388,Tampa,FL,33602,15,false
SUP0653,Urban Beverage Dist 653,produce,Evelyn Anderson,orders653@supplier71.example.com,(798) 890-6351,Phoenix,AZ,85004,60,false
SUP0654,FireOven Packaging 654,beverages,Riley Martinez,orders654@supplier72.example.com,(393) 991-3429,San Antonio,TX,78205,30,false
SUP0655,Valley Farms Dairy 655,packaging,Nora Williams,orders655@supplier73.example.com,(998) 330-9848,Dallas,TX,75201,45,true
SUP0656,FireOven Packaging 656,produce,Aurora Wilson,orders656@supplier74.example.com,(406) 510-3675,Phoenix,AZ,85004,60,true
SUP0657,Coastal Seafoods 657,equipment,Ella Johnson,orders657@supplier75.example.com,(340) 650-3017,San Antonio,TX,78205,60,false
SUP0658,Coastal Seafoods 658,dry_goods,Noah Lewis,orders658@supplier76.example.com,(649) 608-4254,Charlotte,NC,28202,30,true
SUP0659,Roma Tomato Co 659,dairy,Mason Allen,orders659@supplier77.example.com,(792) 941-9462,Atlanta,GA,30303,15,false
SUP0660,Roma Tomato Co 660,dry_goods,Levi Hill,orders660@supplier78.example.com,(566) 967-6191,San Antonio,TX,78205,60,false
SUP0661,FireOven Packaging 661,dry_goods,Evelyn Allen,orders661@supplier79.example.com,(314) 667-1264,Dallas,TX,75201,15,false
SUP0662,Urban Beverage Dist 662,equipment,Sophia Thompson,orders662@supplier80.example.com,(569) 517-2069,Seattle,WA,98101,60,true
SUP0663,GreenLeaf Produce 663,produce,Penelope Garcia,orders663@supplier81.example.com,(866) 859-7384,Miami,FL,33101,60,false
SUP0664,FireOven Packaging 664,dairy,Lucas Thomas,orders664@supplier82.example.com,(381) 778-1151,Denver,CO,80202,30,false
SUP0665,Artisan Cheese Works 665,equipment,Olivia Brown,orders665@supplier83.example.com,(810) 414-5801,Houston,TX,77002,45,false
SUP0666,Harvest Flour Mills 666,dry_goods,Mason Lopez,orders666@supplier84.example.com,(731) 355-3975,Charlotte,NC,28202,45,true
SUP0667,Harvest Flour Mills 667,dairy,Jackson Wilson,orders667@supplier85.example.com,(513) 613-7114,Dallas,TX,75201,45,false
SUP0668,Valley Farms Dairy 668,meat,Liam Walker,orders668@supplier86.example.com,(235) 952-3364,Austin,TX,78701,60,false
SUP0669,Harvest Flour Mills 669,produce,Sophia Smith,orders669@supplier87.example.com,(557) 428-2509,Seattle,WA,98101,60,true
SUP0670,Artisan Cheese Works 670,dry_goods,Grace Wright,orders670@supplier88.example.com,(650) 337-1011,Dallas,TX,75201,45,false
SUP0671,GreenLeaf Produce 671,produce,Emily Wright,orders671@supplier89.example.com,(574) 828-2579,Columbus,OH,43215,60,false
SUP0672,Coastal Seafoods 672,produce,Harper Allen,orders672@supplier90.example.com,(332) 346-4695,Charlotte,NC,28202,15,true
SUP0673,Urban Beverage Dist 673,meat,Owen Miller,orders673@supplier91.example.com,(455) 431-5106,Tampa,FL,33602,30,true
SUP0674,FireOven Packaging 674,beverages,Logan Nguyen,orders674@supplier92.example.com,(732) 729-5370,Denver,CO,80202,30,false
SUP0675,Harvest Flour Mills 675,packaging,Levi Williams,orders675@supplier93.example.com,(965) 594-1786,Phoenix,AZ,85004,30,true
SUP0676,Harvest Flour Mills 676,beverages,Olivia Thomas,orders676@supplier94.example.com,(365) 606-6284,Austin,TX,78701,15,false
SUP0677,FireOven Packaging 677,produce,Hazel Torres,orders677@supplier95.example.com,(615) 662-4519,Portland,OR,97201,60,false
SUP0678,Artisan Cheese Works 678,dairy,Levi Moore,orders678@supplier96.example.com,(871) 986-9429,Chicago,IL,60601,45,false
SUP0679,Harvest Flour Mills 679,meat,Alexander Young,orders679@supplier0.example.com,(990) 762-8476,Columbus,OH,43215,15,false
SUP0680,GreenLeaf Produce 680,dairy,Michael Ramirez,orders680@supplier1.example.com,(857) 226-9901,Phoenix,AZ,85004,30,false
SUP0681,Roma Tomato Co 681,dairy,Jack Jackson,orders681@supplier2.example.com,(329) 555-6030,Portland,OR,97201,60,false
SUP0682,Harvest Flour Mills 682,dry_goods,Lily Gonzalez,orders682@supplier3.example.com,(345) 896-4634,Dallas,TX,75201,15,false
SUP0683,FireOven Packaging 683,packaging,Nora Martinez,orders683@supplier4.example.com,(776) 743-9602,Tampa,FL,33602,15,true
SUP0684,Coastal Seafoods 684,beverages,Sebastian Hernandez,orders684@supplier5.example.com,(583) 362-2640,Phoenix,AZ,85004,30,false
SUP0685,Coastal Seafoods 685,equipment,Nova Martinez,orders685@supplier6.example.com,(753) 824-7947,Charlotte,NC,28202,30,false
SUP0686,GreenLeaf Produce 686,dry_goods,Sebastian Clark,orders686@supplier7.example.com,(687) 679-6274,Seattle,WA,98101,30,true
SUP0687,Valley Farms Dairy 687,dairy,Evelyn Scott,orders687@supplier8.example.com,(884) 519-4420,Denver,CO,80202,15,false
SUP0688,Harvest Flour Mills 688,produce,Zoey Hernandez,orders688@supplier9.example.com,(982) 448-7410,Seattle,WA,98101,30,false
SUP0689,Coastal Seafoods 689,produce,Ella Jones,orders689@supplier10.example.com,(431) 482-3300,Seattle,WA,98101,60,false
SUP0690,Harvest Flour Mills 690,produce,Chloe Martinez,orders690@supplier11.example.com,(888) 482-6365,Tampa,FL,33602,15,false
SUP0691,GreenLeaf Produce 691,packaging,Sophia Hill,orders691@supplier12.example.com,(682) 437-8180,Chicago,IL,60601,45,true
SUP0692,Artisan Cheese Works 692,produce,Emma Perez,orders692@supplier13.example.com,(478) 241-7250,Chicago,IL,60601,45,false
SUP0693,Urban Beverage Dist 693,packaging,Mia Young,orders693@supplier14.example.com,(976) 498-4680,Portland,OR,97201,15,false
SUP0694,FireOven Packaging 694,produce,Aurora Young,orders694@supplier15.example.com,(918) 642-7908,Tampa,FL,33602,15,false
SUP0695,GreenLeaf Produce 695,equipment,Layla Moore,orders695@supplier16.example.com,(457) 855-9320,Charlotte,NC,28202,45,false
SUP0696,GreenLeaf Produce 696,meat,Oliver Smith,orders696@supplier17.example.com,(303) 930-8955,Charlotte,NC,28202,30,false
SUP0697,Urban Beverage Dist 697,beverages,Benjamin Miller,orders697@supplier18.example.com,(999) 925-8993,San Antonio,TX,78205,60,false
SUP0698,Urban Beverage Dist 698,dairy,Nora Miller,orders698@supplier19.example.com,(804) 858-2615,Charlotte,NC,28202,15,false
SUP0699,Coastal Seafoods 699,meat,Aiden Hill,orders699@supplier20.example.com,(631) 603-1653,Nashville,TN,37203,45,false
SUP0700,Artisan Cheese Works 700,packaging,Sebastian Williams,orders700@supplier21.example.com,(608) 843-8074,Portland,OR,97201,15,false
SUP0701,Valley Farms Dairy 701,beverages,Alexander Miller,orders701@supplier22.example.com,(499) 622-1464,Houston,TX,77002,60,true
SUP0702,FireOven Packaging 702,equipment,Matthew Thompson,orders702@supplier23.example.com,(560) 454-5532,Denver,CO,80202,60,true
SUP0703,Artisan Cheese Works 703,beverages,Hazel Taylor,orders703@supplier24.example.com,(987) 364-4430,Phoenix,AZ,85004,45,true
SUP0704,FireOven Packaging 704,equipment,Mason Young,orders704@supplier25.example.com,(291) 541-6763,Nashville,TN,37203,30,false
SUP0705,Roma Tomato Co 705,beverages,Oliver Sanchez,orders705@supplier26.example.com,(520) 836-9146,Denver,CO,80202,30,true
SUP0706,GreenLeaf Produce 706,equipment,Joseph Young,orders706@supplier27.example.com,(559) 545-8172,San Antonio,TX,78205,45,true
SUP0707,FireOven Packaging 707,dairy,Elijah Gonzalez,orders707@supplier28.example.com,(795) 517-9292,Houston,TX,77002,45,true
SUP0708,Harvest Flour Mills 708,dry_goods,Owen Jones,orders708@supplier29.example.com,(403) 295-2483,Chicago,IL,60601,60,true
SUP0709,FireOven Packaging 709,packaging,Ella Sanchez,orders709@supplier30.example.com,(336) 594-2697,Houston,TX,77002,45,false
SUP0710,FireOven Packaging 710,produce,Chloe Williams,orders710@supplier31.example.com,(451) 761-3539,Dallas,TX,75201,45,false
SUP0711,Coastal Seafoods 711,produce,Harper Lewis,orders711@supplier32.example.com,(863) 421-3381,San Antonio,TX,78205,15,false
SUP0712,Artisan Cheese Works 712,equipment,Chloe Clark,orders712@supplier33.example.com,(769) 764-4149,Austin,TX,78701,60,false
SUP0713,Urban Beverage Dist 713,beverages,Riley Harris,orders713@supplier34.example.com,(964) 467-6963,Chicago,IL,60601,45,false
SUP0714,Coastal Seafoods 714,meat,Aria Thompson,orders714@supplier35.example.com,(278) 909-3203,Phoenix,AZ,85004,45,true
SUP0715,Coastal Seafoods 715,equipment,Aria Nguyen,orders715@supplier36.example.com,(331) 298-9314,Tampa,FL,33602,60,false
SUP0716,Coastal Seafoods 716,beverages,Ella Scott,orders716@supplier37.example.com,(429) 676-5409,Dallas,TX,75201,15,false
SUP0717,Artisan Cheese Works 717,packaging,Jacob Jones,orders717@supplier38.example.com,(375) 222-8347,Portland,OR,97201,15,true
SUP0718,Harvest Flour Mills 718,dairy,Matthew Thompson,orders718@supplier39.example.com,(266) 936-5523,Portland,OR,97201,45,true
SUP0719,Valley Farms Dairy 719,beverages,Nora Young,orders719@supplier40.example.com,(641) 921-3184,Tampa,FL,33602,60,false
SUP0720,GreenLeaf Produce 720,packaging,Penelope Martin,orders720@supplier41.example.com,(538) 438-9322,Portland,OR,97201,60,false
SUP0721,FireOven Packaging 721,equipment,Ava Flores,orders721@supplier42.example.com,(254) 929-6871,Chicago,IL,60601,15,true
SUP0722,Roma Tomato Co 722,packaging,Grace Hernandez,orders722@supplier43.example.com,(950) 399-5076,Dallas,TX,75201,30,true
SUP0723,Artisan Cheese Works 723,beverages,Elijah Perez,orders723@supplier44.example.com,(291) 296-7611,Austin,TX,78701,60,true
SUP0724,Artisan Cheese Works 724,produce,Alexander Lopez,orders724@supplier45.example.com,(298) 518-6818,Seattle,WA,98101,30,true
SUP0725,GreenLeaf Produce 725,dry_goods,Oliver Lopez,orders725@supplier46.example.com,(466) 611-4286,Columbus,OH,43215,30,false
SUP0726,Roma Tomato Co 726,meat,Chloe Miller,orders726@supplier47.example.com,(736) 463-1334,Miami,FL,33101,15,true
SUP0727,FireOven Packaging 727,dairy,Mia Smith,orders727@supplier48.example.com,(741) 212-1076,Austin,TX,78701,45,false
SUP0728,FireOven Packaging 728,equipment,Emma Lopez,orders728@supplier49.example.com,(393) 851-9162,Austin,TX,78701,30,false
SUP0729,Roma Tomato Co 729,equipment,Matthew Martinez,orders729@supplier50.example.com,(814) 583-3898,Phoenix,AZ,85004,60,true
SUP0730,Harvest Flour Mills 730,packaging,Lucas Lewis,orders730@supplier51.example.com,(231) 837-1635,Columbus,OH,43215,15,true
SUP0731,GreenLeaf Produce 731,dairy,Ella Lopez,orders731@supplier52.example.com,(804) 730-3742,Denver,CO,80202,15,false
SUP0732,Harvest Flour Mills 732,packaging,Alexander Robinson,orders732@supplier53.example.com,(874) 761-7370,Atlanta,GA,30303,60,true
SUP0733,Roma Tomato Co 733,meat,James White,orders733@supplier54.example.com,(344) 445-9040,Miami,FL,33101,30,true
SUP0734,FireOven Packaging 734,dairy,Zoey Nguyen,orders734@supplier55.example.com,(301) 732-2490,Austin,TX,78701,45,true
SUP0735,Urban Beverage Dist 735,equipment,Aria Gonzalez,orders735@supplier56.example.com,(489) 528-3219,Atlanta,GA,30303,60,true
SUP0736,Urban Beverage Dist 736,dry_goods,Jacob Harris,orders736@supplier57.example.com,(284) 702-1390,Denver,CO,80202,60,false
SUP0737,Artisan Cheese Works 737,packaging,Scarlett Martin,orders737@supplier58.example.com,(709) 989-5705,Chicago,IL,60601,15,false
SUP0738,Coastal Seafoods 738,dairy,Henry Nguyen,orders738@supplier59.example.com,(965) 784-9893,Austin,TX,78701,30,false
SUP0739,Valley Farms Dairy 739,packaging,Liam Brown,orders739@supplier60.example.com,(510) 594-4084,Tampa,FL,33602,45,true
SUP0740,Urban Beverage Dist 740,beverages,Lily King,orders740@supplier61.example.com,(382) 720-7075,Austin,TX,78701,15,true
SUP0741,Artisan Cheese Works 741,produce,Harper Lee,orders741@supplier62.example.com,(274) 931-4335,Dallas,TX,75201,60,false
SUP0742,Valley Farms Dairy 742,dairy,Scarlett Wilson,orders742@supplier63.example.com,(905) 319-5758,Miami,FL,33101,15,true
SUP0743,FireOven Packaging 743,produce,Scarlett Anderson,orders743@supplier64.example.com,(580) 611-1733,Miami,FL,33101,30,false
SUP0744,GreenLeaf Produce 744,dry_goods,Matthew Torres,orders744@supplier65.example.com,(927) 841-6074,San Antonio,TX,78205,30,true
SUP0745,GreenLeaf Produce 745,dry_goods,Penelope Smith,orders745@supplier66.example.com,(625) 623-7178,Miami,FL,33101,45,true
SUP0746,Artisan Cheese Works 746,meat,Nora Smith,orders746@supplier67.example.com,(841) 909-7479,San Antonio,TX,78205,15,false
SUP0747,Harvest Flour Mills 747,beverages,Penelope Anderson,orders747@supplier68.example.com,(272) 852-2874,Portland,OR,97201,15,false
SUP0748,Artisan Cheese Works 748,dairy,Mason Wright,orders748@supplier69.example.com,(535) 371-5202,Nashville,TN,37203,60,false
SUP0749,GreenLeaf Produce 749,equipment,Riley Taylor,orders749@supplier70.example.com,(311) 979-2956,Denver,CO,80202,60,true
SUP0750,Coastal Seafoods 750,dairy,Jack Young,orders750@supplier71.example.com,(405) 330-9490,Columbus,OH,43215,15,false
SUP0751,Roma Tomato Co 751,produce,Olivia Harris,orders751@supplier72.example.com,(388) 285-2104,Dallas,TX,75201,30,false
SUP0752,Artisan Cheese Works 752,beverages,Lucas Lewis,orders752@supplier73.example.com,(811) 987-1672,Phoenix,AZ,85004,30,true
SUP0753,FireOven Packaging 753,dairy,Riley Smith,orders753@supplier74.example.com,(356) 549-5109,Tampa,FL,33602,30,false
SUP0754,Valley Farms Dairy 754,dry_goods,Scarlett Martinez,orders754@supplier75.example.com,(498) 717-2042,San Antonio,TX,78205,30,false
SUP0755,FireOven Packaging 755,beverages,Layla Lewis,orders755@supplier76.example.com,(225) 651-2136,San Antonio,TX,78205,30,false
SUP0756,Harvest Flour Mills 756,produce,Jack Lee,orders756@supplier77.example.com,(258) 314-2067,Denver,CO,80202,60,false
SUP0757,Harvest Flour Mills 757,beverages,Emily White,orders757@supplier78.example.com,(239) 346-2700,Austin,TX,78701,30,false
SUP0758,Valley Farms Dairy 758,equipment,Scarlett Torres,orders758@supplier79.example.com,(322) 429-1576,Austin,TX,78701,15,false
SUP0759,Artisan Cheese Works 759,packaging,Samuel Harris,orders759@supplier80.example.com,(489) 902-7336,Charlotte,NC,28202,60,true
SUP0760,Artisan Cheese Works 760,packaging,Evelyn Thompson,orders760@supplier81.example.com,(851) 665-8850,San Antonio,TX,78205,30,false
SUP0761,FireOven Packaging 761,produce,Lucas Jackson,orders761@supplier82.example.com,(852) 948-3856,Columbus,OH,43215,60,true
SUP0762,Harvest Flour Mills 762,meat,Levi Johnson,orders762@supplier83.example.com,(642) 507-3359,Columbus,OH,43215,15,false
SUP0763,Coastal Seafoods 763,dry_goods,Isabella Thompson,orders763@supplier84.example.com,(413) 615-7899,Tampa,FL,33602,60,false
SUP0764,Artisan Cheese Works 764,dry_goods,Logan White,orders764@supplier85.example.com,(545) 533-7535,Portland,OR,97201,30,true
SUP0765,Coastal Seafoods 765,produce,Joseph Gonzalez,orders765@supplier86.example.com,(782) 399-6954,San Antonio,TX,78205,60,false
SUP0766,Urban Beverage Dist 766,meat,Samuel Martin,orders766@supplier87.example.com,(418) 602-3315,Nashville,TN,37203,60,false
SUP0767,Artisan Cheese Works 767,meat,David Flores,orders767@supplier88.example.com,(622) 252-4267,Miami,FL,33101,30,false
SUP0768,Harvest Flour Mills 768,beverages,Scarlett King,orders768@supplier89.example.com,(642) 384-8257,Columbus,OH,43215,15,false
SUP0769,Harvest Flour Mills 769,meat,Levi Torres,orders769@supplier90.example.com,(987) 359-7584,Seattle,WA,98101,30,false
SUP0770,Artisan Cheese Works 770,produce,Levi Rodriguez,orders770@supplier91.example.com,(980) 698-6180,Phoenix,AZ,85004,15,false
SUP0771,Roma Tomato Co 771,dairy,Liam Smith,orders771@supplier92.example.com,(254) 539-2473,Nashville,TN,37203,45,true
SUP0772,Coastal Seafoods 772,beverages,Lucas Wilson,orders772@supplier93.example.com,(514) 267-6946,Phoenix,AZ,85004,45,false
SUP0773,Artisan Cheese Works 773,dry_goods,Alexander Lopez,orders773@supplier94.example.com,(496) 510-2662,Charlotte,NC,28202,30,true
SUP0774,Harvest Flour Mills 774,dry_goods,Elijah Wright,orders774@supplier95.example.com,(833) 619-3593,Houston,TX,77002,60,false
SUP0775,Coastal Seafoods 775,dairy,Aurora Martinez,orders775@supplier96.example.com,(655) 299-1645,Denver,CO,80202,30,true
SUP0776,Urban Beverage Dist 776,dry_goods,Mia Johnson,orders776@supplier0.example.com,(800) 904-6937,Portland,OR,97201,60,false
SUP0777,Artisan Cheese Works 777,dairy,Jackson Torres,orders777@supplier1.example.com,(552) 547-2392,Houston,TX,77002,45,false
SUP0778,GreenLeaf Produce 778,beverages,Daniel Martinez,orders778@supplier2.example.com,(313) 884-4229,Houston,TX,77002,45,false
SUP0779,Roma Tomato Co 779,meat,Nora Young,orders779@supplier3.example.com,(216) 836-7844,Nashville,TN,37203,30,false
SUP0780,Coastal Seafoods 780,packaging,Benjamin King,orders780@supplier4.example.com,(224) 701-6219,Denver,CO,80202,30,false
SUP0781,GreenLeaf Produce 781,meat,Chloe Ramirez,orders781@supplier5.example.com,(545) 241-5470,San Antonio,TX,78205,60,false
SUP0782,Valley Farms Dairy 782,produce,Owen Smith,orders782@supplier6.example.com,(952) 787-1314,Phoenix,AZ,85004,45,false
SUP0783,Artisan Cheese Works 783,dry_goods,Scarlett Williams,orders783@supplier7.example.com,(911) 888-5428,Columbus,OH,43215,60,false
SUP0784,Urban Beverage Dist 784,dry_goods,Joseph Perez,orders784@supplier8.example.com,(335) 554-5285,Nashville,TN,37203,30,false
SUP0785,Roma Tomato Co 785,dry_goods,Aurora Garcia,orders785@supplier9.example.com,(882) 526-9336,Denver,CO,80202,15,false
SUP0786,Roma Tomato Co 786,produce,Emma Lopez,orders786@supplier10.example.com,(582) 266-3523,Houston,TX,77002,30,true
SUP0787,Roma Tomato Co 787,dairy,Layla Smith,orders787@supplier11.example.com,(954) 549-2153,Charlotte,NC,28202,30,false
SUP0788,Artisan Cheese Works 788,beverages,Alexander Miller,orders788@supplier12.example.com,(827) 324-1920,Charlotte,NC,28202,30,false
SUP0789,Roma Tomato Co 789,produce,Oliver Garcia,orders789@supplier13.example.com,(203) 643-4818,Tampa,FL,33602,30,false
SUP0790,Urban Beverage Dist 790,meat,Hazel King,orders790@supplier14.example.com,(397) 687-4232,Dallas,TX,75201,60,false
SUP0791,Artisan Cheese Works 791,meat,Layla Nguyen,orders791@supplier15.example.com,(262) 653-4029,Houston,TX,77002,15,false
SUP0792,GreenLeaf Produce 792,produce,Aria Torres,orders792@supplier16.example.com,(393) 916-3031,San Antonio,TX,78205,15,false
SUP0793,FireOven Packaging 793,equipment,Harper Hernandez,orders793@supplier17.example.com,(604) 850-5861,Charlotte,NC,28202,60,false
SUP0794,Coastal Seafoods 794,dry_goods,Evelyn Thompson,orders794@supplier18.example.com,(953) 446-9692,Denver,CO,80202,15,false
SUP0795,GreenLeaf Produce 795,meat,Nova Hernandez,orders795@supplier19.example.com,(266) 263-2028,Miami,FL,33101,60,false
SUP0796,Valley Farms Dairy 796,packaging,Nova Ramirez,orders796@supplier20.example.com,(281) 890-8306,Tampa,FL,33602,15,true
SUP0797,Roma Tomato Co 797,meat,Aiden White,orders797@supplier21.example.com,(914) 897-2079,Miami,FL,33101,45,true
SUP0798,Artisan Cheese Works 798,meat,Levi Walker,orders798@supplier22.example.com,(579) 711-5919,Phoenix,AZ,85004,60,false
SUP0799,Coastal Seafoods 799,produce,Aiden Hernandez,orders799@supplier23.example.com,(243) 907-6781,Tampa,FL,33602,60,false
SUP0800,FireOven Packaging 800,equipment,Daniel Robinson,orders800@supplier24.example.com,(675) 663-3501,Portland,OR,97201,30,true
SUP0801,Urban Beverage Dist 801,dairy,Isabella Lee,orders801@supplier25.example.com,(590) 847-3447,Seattle,WA,98101,60,false
SUP0802,Harvest Flour Mills 802,produce,Aiden Lopez,orders802@supplier26.example.com,(422) 297-1268,Seattle,WA,98101,60,false
SUP0803,FireOven Packaging 803,produce,Liam Young,orders803@supplier27.example.com,(601) 362-5972,Denver,CO,80202,45,false
SUP0804,Artisan Cheese Works 804,dry_goods,Jacob Hernandez,orders804@supplier28.example.com,(699) 881-1979,Portland,OR,97201,45,true
SUP0805,FireOven Packaging 805,beverages,Zoey Hill,orders805@supplier29.example.com,(496) 344-4852,Dallas,TX,75201,60,true
SUP0806,Artisan Cheese Works 806,dairy,Henry Hernandez,orders806@supplier30.example.com,(546) 845-6089,Seattle,WA,98101,60,false
SUP0807,Harvest Flour Mills 807,packaging,Abigail Perez,orders807@supplier31.example.com,(942) 582-3099,Atlanta,GA,30303,45,false
SUP0808,Roma Tomato Co 808,dairy,Chloe White,orders808@supplier32.example.com,(627) 452-4431,Portland,OR,97201,45,false
SUP0809,FireOven Packaging 809,beverages,Zoey Moore,orders809@supplier33.example.com,(768) 548-6424,Columbus,OH,43215,30,true
SUP0810,Coastal Seafoods 810,beverages,Aiden Flores,orders810@supplier34.example.com,(442) 455-9005,Phoenix,AZ,85004,60,true
SUP0811,Roma Tomato Co 811,dry_goods,Nova Martinez,orders811@supplier35.example.com,(838) 529-2332,Phoenix,AZ,85004,60,false
SUP0812,GreenLeaf Produce 812,dairy,Chloe Harris,orders812@supplier36.example.com,(996) 397-5525,Columbus,OH,43215,30,false
SUP0813,Valley Farms Dairy 813,dry_goods,James Anderson,orders813@supplier37.example.com,(848) 203-6361,Nashville,TN,37203,45,true
SUP0814,Harvest Flour Mills 814,equipment,Benjamin Lee,orders814@supplier38.example.com,(696) 521-9786,Portland,OR,97201,30,true
SUP0815,Coastal Seafoods 815,packaging,Nora Davis,orders815@supplier39.example.com,(502) 951-1992,Miami,FL,33101,30,false
SUP0816,GreenLeaf Produce 816,produce,Scarlett Ramirez,orders816@supplier40.example.com,(917) 211-5885,Chicago,IL,60601,45,false
SUP0817,Valley Farms Dairy 817,dairy,Samuel Clark,orders817@supplier41.example.com,(280) 577-8617,Denver,CO,80202,30,false
SUP0818,Harvest Flour Mills 818,packaging,Chloe Lee,orders818@supplier42.example.com,(310) 480-8470,Seattle,WA,98101,45,false
SUP0819,Artisan Cheese Works 819,meat,Mia Nguyen,orders819@supplier43.example.com,(331) 530-1277,Atlanta,GA,30303,15,false
SUP0820,Artisan Cheese Works 820,meat,Lucas Lee,orders820@supplier44.example.com,(937) 584-1417,Phoenix,AZ,85004,60,false
SUP0821,Harvest Flour Mills 821,meat,Owen Williams,orders821@supplier45.example.com,(859) 489-6308,Seattle,WA,98101,15,true
SUP0822,Harvest Flour Mills 822,dry_goods,Emma Jones,orders822@supplier46.example.com,(343) 355-2675,Austin,TX,78701,30,true
SUP0823,Roma Tomato Co 823,equipment,Michael Thompson,orders823@supplier47.example.com,(546) 283-7760,San Antonio,TX,78205,45,true
SUP0824,Urban Beverage Dist 824,packaging,Noah King,orders824@supplier48.example.com,(626) 857-7487,Portland,OR,97201,30,false
